,index,Xi,Xj,model
1354,1354,A race car driver with an orange helmet sits in,"his vehicle, ready to conquer the challenging track ahead.",gpt-4-32k
1355,1355,Two children,were playing in the park when they found a mysterious object.,gpt-4-32k
1356,1356,A woman sits at the edge of a rock,", gazing at the sunset and contemplating her life decisions.",gpt-4-32k
1357,1357,A man in a flower,shop was buying a bouquet for his wife's birthday.,gpt-4-32k
1358,1358,An older man walks with a camera around his,"neck, capturing the beauty of the city's architecture.",gpt-4-32k
1359,1359,There are three men wearing dress,"suits at the wedding, looking extremely dapper.",gpt-4-32k
1360,1360,The dog is,barking loudly because it sensed an intruder.,gpt-4-32k
1361,1361,Drum kit cymbals sit under a microphone while a guitarist,"strums a melody, preparing for the upcoming concert.",gpt-4-32k
1362,1362,An older woman smiles on as,her grandson takes his first steps.,gpt-4-32k
1363,1363,A kid is standing on a,"skateboard, ready to perform his first trick.",gpt-4-32k
1364,1364,Two people converse in the middle,"of the park, discussing their shared past and uncertain future.",gpt-4-32k
1365,1365,Three children are sorting our a,puzzle while their parents prepare dinner.,gpt-4-32k
1366,1366,A woman in a long purple and gray,"dress was standing alone at the edge of the cliff, lost in her thoughts.",gpt-4-32k
1367,1367,"A soccer game, with a huge","crowd cheering, was interrupted due to sudden heavy rainfall.",gpt-4-32k
1368,1368,A woman pushing a shopping cart,was struggling to navigate through the crowded supermarket.,gpt-4-32k
1369,1369,crying baby in a blue,blanket was trying to get his mother's attention.,gpt-4-32k
1370,1370,A middle-aged man relaxing on a,"beach chair, enjoying the serene view of the sunset.",gpt-4-32k
1371,1371,An older man dressed all in black reclining,"on a park bench, feeding the pigeons.",gpt-4-32k
1372,1372,A lady in the produce aisle,was arguing with the store manager over the price of apples.,gpt-4-32k
1373,1373,A man soaking in a tiny bathtub in a bathroom,"was trying to relax after a long, stressful day at work.",gpt-4-32k
1374,1374,two men are sitting down at a table with drinks looking,"at each other, discussing their business plans.",gpt-4-32k
1375,1375,Drummer playing,the beats was so captivating that the crowd couldn't help but dance.,gpt-4-32k
1376,1376,Two men in camouflage fatigues and brown shirts hold a piece of wood,to build a makeshift shelter in the wilderness.,gpt-4-32k
1377,1377,Two men working on,the construction site were injured when a beam unexpectedly fell.,gpt-4-32k
1378,1378,A man in a laboratory coat looking,"intensely at a microscope, was on the verge of a groundbreaking discovery.",gpt-4-32k
1379,1379,A man in a yellow jacket sitting on,"a park bench, engrossed in a mystery novel.",gpt-4-32k
1380,1380,A woman stands next to a coastline in a,"dreamy evening, gazing at the setting sun.",gpt-4-32k
1381,1381,Indians having a gathering with coats,"on, huddled around the bonfire to ward off the winter chill.",gpt-4-32k
1382,1382,Three black men standing next to their fishing boat,were preparing their nets for the day's catch.,gpt-4-32k
1383,1383,Man in an orange shirt and shoes stands among boxes,"in a warehouse, looking lost and confused.",gpt-4-32k
1384,1384,A man in a bowling alley getting ready to,throw his first strike of the night.,gpt-4-32k
1385,1385,A man in a yellow jacket,"was standing alone at the bus stop, looking lost.",gpt-4-32k
1386,1386,A lady with a fruit hat and red gloves,was selling fresh produce at the local market.,gpt-4-32k
1387,1387,A group of dogs,were playfully chasing their tails in the park.,gpt-4-32k
1388,1388,The two large people are sitting,"on the park bench, enjoying the cool breeze.",gpt-4-32k
1389,1389,"A man is sitting, with his skateboard, at the bottom of a skateboard","ramp, contemplating his next daring trick.",gpt-4-32k
1390,1390,Woman is eating something,because she is extremely hungry after a long day at work.,gpt-4-32k
1391,1391,Man wearing a blue,shirt was standing alone at the corner of the street.,gpt-4-32k
1392,1392,A man wearing a yellow backpack is carrying a,large map and seems to be lost in the city.,gpt-4-32k
1393,1393,"While a man's mowing lawn, a man and a woman","were watching him from their balcony, discussing their own garden plans.",gpt-4-32k
1394,1394,Three young boys are crouching,"behind the bushes, observing the rare bird in its natural habitat.",gpt-4-32k
1395,1395,"Lumberjack in his security red jumpsuit, gets stylish with his orange",hard hat and shiny steel-toed boots.,gpt-4-32k
1396,1396,"A man, dressed in white and wearing a","mask, walked into the room, creating an air of mystery and intrigue.",gpt-4-32k
1397,1397,Three children rolling down a green hillside towards a parking lot where,their parents were waiting with a picnic lunch.,gpt-4-32k
1398,1398,A dog with a blue blanket,was sitting comfortably by the fireplace.,gpt-4-32k
1399,1399,A group is looking,for a new leader after their previous one stepped down.,gpt-4-32k
1400,1400,An Asian woman is,often seen practicing Tai Chi in the park every morning.,gpt-4-32k
1401,1401,A tan dog jumps across some,"bushes, chasing after a frisky squirrel.",gpt-4-32k
1402,1402,2 young men in white tank tops and,blue jeans were playing basketball in the park.,gpt-4-32k
1403,1403,"An Asian woman, shown from behind, plays what appears to be",a traditional Japanese koto in a serene garden.,gpt-4-32k
1404,1404,A young man in shorts wearing,a bright red cap was jogging along the beach.,gpt-4-32k
1405,1405,A man with two large bags is sitting in the middle of a,"busy train station, waiting for his delayed train.",gpt-4-32k
1406,1406,Boy skating across,the park fell down and bruised his knee.,gpt-4-32k
1407,1407,Multiple martial artist's pose with their,"signature moves, showcasing their unique styles and techniques.",gpt-4-32k
1408,1408,A gray dog runs along side a pool while,"the children splash and play, its tail wagging in pure joy.",gpt-4-32k
1409,1409,Two young boys and an elderly male,"were sitting on the park bench, sharing stories and laughter.",gpt-4-32k
1410,1410,A man with dreadlocks poses with an oddly dressed,woman at the carnival.,gpt-4-32k
1411,1411,A group of people putting on layers,of clothing to prepare for the harsh winter weather.,gpt-4-32k
1412,1412,A person is emerging onto a,"stage, bathed in spotlight, ready to perform.",gpt-4-32k
1413,1413,A blond man in a yellow and black uniform grabs another blond man,"by the collar, accusing him of stealing his design.",gpt-4-32k
1414,1414,Three girls in a store one of,them stole a lipstick.,gpt-4-32k
1415,1415,A couple hugging,under the starlit sky expressed their undying love for each other.,gpt-4-32k
1416,1416,A man standing in snow in front,of a cabin was shivering uncontrollably from the cold.,gpt-4-32k
1417,1417,A man on a snowboard,was gliding down the mountain with incredible speed and precision.,gpt-4-32k
1418,1418,"A little dark-skinned boy in a yellow,",striped shirt was playing alone in the park.,gpt-4-32k
1419,1419,a group of girls from the same,school formed a band to participate in the talent show.,gpt-4-32k
1420,1420,"WWII Victory Day parade with soldier marching down street,",the crowd cheering and waving flags in celebration.,gpt-4-32k
1421,1421,A person with a bright orange wig and teal dress,"walked into the room, instantly drawing everyone's attention.",gpt-4-32k
1422,1422,People walking up and,down the street were completely oblivious to the impending storm.,gpt-4-32k
1423,1423,A older man in white shirt,"was sitting alone at the park, feeding the pigeons.",gpt-4-32k
1424,1424,A man in a black coat is setting up,a mysterious device in the middle of the park.,gpt-4-32k
1425,1425,Three boys with blue shirts,were playing soccer in the park.,gpt-4-32k
1426,1426,A man and a woman with three,children were struggling to make ends meet.,gpt-4-32k
1427,1427,A blue building on fire with black smoke pouring,"out, causing panic among the residents.",gpt-4-32k
1428,1428,a woman working on,her groundbreaking research in quantum physics.,gpt-4-32k
1429,1429,People with umbrellas observe,"the rain, staying dry while others get soaked.",gpt-4-32k
1430,1430,The lady in pink is walking,towards the park with her little white dog.,gpt-4-32k
1431,1431,A black dog runs,across the street every morning.,gpt-4-32k
1432,1432,"a ""The Human Shop"" display in a public area such as a mall or airport, with four people, 3 females and one male, all wearing black with chains around their wrists, two of the females are sitting and","the other two are standing, symbolizing a protest against human trafficking.",gpt-4-32k
1433,1433,A class full of college students sit in,"silence, eagerly waiting for the professor to begin the lecture.",gpt-4-32k
1434,1434,A child lays in the snow next to his,"sled, giggling with joy after his first successful ride down the hill.",gpt-4-32k
1435,1435,A man jumping off of a,cliff into the crystal clear water below.,gpt-4-32k
1436,1436,"A man, woman, and little girl walk along","a quiet beach, leaving footprints in the soft sand.",gpt-4-32k
1437,1437,A man who looks like a cowboy is riding a bucking horse,in the middle of the annual rodeo competition.,gpt-4-32k
1438,1438,A padded skateboarder,fell down but didn't get hurt due to his protective gear.,gpt-4-32k
1439,1439,A boy with a,backpack was lost in the bustling city.,gpt-4-32k
1440,1440,"White, brown, and black dogs running","across the park, chasing each other playfully.",gpt-4-32k
1441,1441,A man wearing a hat is,"walking down the street, whistling a cheerful tune.",gpt-4-32k
1442,1442,Workers fixing a,leak discovered an ancient artifact buried underground.,gpt-4-32k
1443,1443,A young lady in a bikini walking in,the beach caught everyone's attention due to her confidence and grace.,gpt-4-32k
1444,1444,A man does a flip,"in the air, stunning the crowd with his agility.",gpt-4-32k
1445,1445,Boys huddle during,the football match to discuss their next strategy.,gpt-4-32k
1446,1446,A man in a red,coat was causing a commotion in the town square.,gpt-4-32k
1447,1447,A woman displays her excitement by jumping in the air and raising her,"hands, shouting out in pure joy.",gpt-4-32k
1448,1448,A man in a yellow vest is standing,"on the edge of the construction site, overseeing the work.",gpt-4-32k
1449,1449,A view of,the sunset from the hilltop was breathtakingly beautiful.,gpt-4-32k
1450,1450,A man carries two bundles on a pole balanced over his shoulder,while walking through the bustling market.,gpt-4-32k
1451,1451,A cowboy is riding a wild horse but,he is struggling to maintain his balance.,gpt-4-32k
1452,1452,A man dressed in black is,walking towards the mysterious building.,gpt-4-32k
1453,1453,Two young women surfing the,internet stumbled upon a hidden treasure map.,gpt-4-32k
1454,1454,a man in a harness wearing a,helmet was preparing to go skydiving.,gpt-4-32k
1455,1455,The lady was digging a deep,hole to plant a new tree in her garden.,gpt-4-32k
1456,1456,"Young girl with short, dark hair wearing a pink",dress was playing in the park.,gpt-4-32k
1457,1457,A birds-eye view of a person,can reveal their true character and intentions.,gpt-4-32k
1458,1458,A baby is sitting on and,playing with a pile of colorful blocks.,gpt-4-32k
1459,1459,"Two young girls, in a kitchen, wearing aprons over their pajamas are","preparing breakfast, trying to surprise their parents on their anniversary.",gpt-4-32k
1460,1460,Bystanders cheer the closing ceremony,as the fireworks light up the night sky.,gpt-4-32k
1461,1461,A little boy is swinging on a swing,and laughing with pure joy.,gpt-4-32k
1462,1462,A girl and,a boy were playing in the park when they found a mysterious box.,gpt-4-32k
