index,Xi,Xj,model
1423,A older man in white shirt, ...was trying to sell counterfeit art pieces.,mistral:latest
1424,A man in a black coat is setting up, ...a complex network of cameras around his property.,mistral:latest
1425,Three boys with blue shirts, were trying to solve a complex math problem together,mistral:latest
1426,A man and a woman with three, children were having dinner together.,mistral:latest
1427,A blue building on fire with black smoke pouring, from all sides.,mistral:latest
1428,a woman working on, her laptop late into the night,mistral:latest
1429,People with umbrellas observe, the heavy storm from a safe distance.,mistral:latest
1430,The lady in pink is walking, towards the stage to give a speech,mistral:latest
1431,A black dog runs, through the open field,mistral:latest
1432,"a ""The Human Shop"" display in a public area such as a mall or airport, with four people, 3 females and one male, all wearing black with chains around their wrists, two of the females are sitting and", interacting nervously while the other two stand nearby.,mistral:latest
1433,A class full of college students sit in, ...attentively as their professor begins to lecture.,mistral:latest
1434,A child lays in the snow next to his, ...because he couldn't feel his legs after falling off a sled.,mistral:latest
1435,A man jumping off of a, building to save his life,mistral:latest
1436,"A man, woman, and little girl walk along", a winding path through a beautiful forest,mistral:latest
1437,A man who looks like a cowboy is riding a bucking horse, ...in the rodeo competition.,mistral:latest
1438,A padded skateboarder, landed a trick on the half-pipe,mistral:latest
1439,A boy with a, broken arm couldn't play soccer.,mistral:latest
1440,"White, brown, and black dogs running", through a field chasing after their tails,mistral:latest
1441,A man wearing a hat is, walking down the street.,mistral:latest
1442,Workers fixing a, leak in the building's roof,mistral:latest
1443,A young lady in a bikini walking in, along the beach during sunset.,mistral:latest
1444,A man does a flip, on his motorcycle to impress the crowd,mistral:latest
1445,Boys huddle during, recess to discuss their secret club plans.,mistral:latest
1446,A man in a red, coat stormed out of the building.,mistral:latest
1447,A woman displays her excitement by jumping in the air and raising her, her hands above her head,mistral:latest
1448,A man in a yellow vest is standing," ...on the corner, waiting for someone.",mistral:latest
1449,A view of, the mountains revealed itself from behind a thick layer of clouds.,mistral:latest
1450,A man carries two bundles on a pole balanced over his shoulder, ...because one bundle contained all his worldly possessions.,mistral:latest
1451,A cowboy is riding a wild horse but," ...he's not holding on tight, it could buck him off any moment.",mistral:latest
1452,A man dressed in black is, entering the room mysteriously,mistral:latest
1453,Two young women surfing the, were caught by a sudden storm,mistral:latest
1454,a man in a harness wearing a, safety helmet was repairing the damaged roof.,mistral:latest
1455,The lady was digging a deep, trench to protect her garden from flooding,mistral:latest
1456,"Young girl with short, dark hair wearing a pink", dress played violin beautifully,mistral:latest
1457,A birds-eye view of a person, revealed their solitude,mistral:latest
1458,A baby is sitting on and," a blanket, playing with its toys",mistral:latest
1459,"Two young girls, in a kitchen, wearing aprons over their pajamas are", making cookies for breakfast,mistral:latest
1460,Bystanders cheer the closing ceremony, because they were proud of their team's performance,mistral:latest
1461,A little boy is swinging on a swing, because his mother pushed him from behind,mistral:latest
1462,A girl and, a boy were playing hide-and-seek together.,mistral:latest
1463,"A woman is reading a card while sitting on an end of a couch, while another", ...is quietly crying after realizing she's missed her grandmother's handwriting.,mistral:latest
1464,A woman carried a cake ito the room with three candles as another woman, because it was her birthday,mistral:latest
1465,a group of young children performing, a circus act for their parents.,mistral:latest
1466,A tattoo artist making a, design based on their client's unique story.,mistral:latest
1467,Two men stand on a pier next, to watch the sunset together,mistral:latest
1468,Child in bathing suite walking, towards the pool,mistral:latest
1469,A woman in a blue sweater is sitting on," ...the bench, deep in thought.",mistral:latest
1470,Five boys are buried, under an avalanche,mistral:latest
1471,A blond headed lady is walking in front, of a beautiful white horse.,mistral:latest
1472,A male saxophone player belts out a song in," a captivating manner, mesmerizing everyone around.",mistral:latest
1473,A woman with blond-hair, ...was sitting quietly at the corner table.,mistral:latest
1474,Five girls wearing school uniforms walk around on a flat rock near a lake, ...enjoying their lunch break together,mistral:latest
1475,A young man is getting a, tattoo on his arm for the first time,mistral:latest
1476,A flustered woman is, rushing to find her lost keys,mistral:latest
1477,A man looks at the camera as he holds a small soldering, iron in his hand.,mistral:latest
1478,a man with a young child playing with, near the park's sandbox.,mistral:latest
1479,Three cowboys on horses work together, to round up all the stray cattle.,mistral:latest
1480,A young boy sits in a chair," ..., staring at his new toy car.",mistral:latest
1481,A lady in a gray shirt sits calmly, ...waiting for her bus to arrive,mistral:latest
1482,A woman wearing handbags standing by a column with artistic painting on, as if she were an exhibit at a gallery.,mistral:latest
1483,A man navigating a watercraft, through treacherous rapids,mistral:latest
1484,A boy and a man are, arguing over who gets to ride the bike first.,mistral:latest
1485,A dog carries a, small red ball in its mouth,mistral:latest
1486,Four young girls, were playing a friendly game of soccer on the field.,mistral:latest
1487,Two men in black clothing posing for, a photograph near the mysterious mansion.,mistral:latest
1488,A jewish gathering of people such, as a Sabbath service or celebration.,mistral:latest
1489,Two women in, were arguing over a misunderstanding,mistral:latest
1490,A man in a black shirt, walked into the room unexpectedly,mistral:latest
1491,"A group of young, naked children showering near large", under a waterfall in the forest,mistral:latest
1492,Boy in large green shirt carrying a blue shovel walks, towards the construction site,mistral:latest
1493,An asian woman wearing a traditional, kimono danced gracefully.,mistral:latest
1494,A man in a white jacket, was conducting an unusual experiment,mistral:latest
1495,Young man flipping off of something, into the water,mistral:latest
1496,This is the image of an Indian woman squatting near a row, ...to wash clothes by the riverbank,mistral:latest
1497,"Two men in combat fatigues, one grabs the other's", weapon to assert dominance,mistral:latest
1498,Two naked boys, were playing tag on the beach,mistral:latest
1499,Bmx biker Jumps, over a large gap in the course,mistral:latest
1500,Little blond boy climbing, up the tree to get a lost toy,mistral:latest
1501,There is a person, who doesn't understand my joke.,mistral:latest
1502,a kickboxer jumping, into the ring for his next match,mistral:latest
1503,A woman wearing glasses and an orange dress is standing with," ...in front of a large mirror, adjusting her hair.",mistral:latest
